time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.65047	18.095	4.9523	3.89768	0.455606	lidar	2.63684	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4891	17.9441	4.88436	3.91209	0.437673	radar	3.3883	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26244	17.7768	4.94592	3.91732	0.418198	lidar	1.19013	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08139	17.5934	4.99475	3.94615	0.436798	radar	2.3813	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9036	17.4754	4.95281	3.94746	0.415464	lidar	6.15921	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75838	17.2599	4.99945	3.99539	0.458538	radar	3.16504	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58342	17.0741	5.01101	4.01315	0.452698	lidar	0.0628752	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4212	16.9075	4.9426	4.01856	0.421661	radar	2.07927	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25741	16.7351	4.93485	4.03197	0.413496	lidar	0.514504	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08433	16.5392	4.92827	4.04131	0.392677	radar	4.99223	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92877	16.3091	4.96547	4.06895	0.400625	lidar	2.2447	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77425	16.1326	4.91988	4.07484	0.377557	radar	1.0727	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57011	15.9636	4.95434	4.0658	0.346409	lidar	1.8133	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44071	15.7332	5.00713	4.10498	0.380957	radar	1.98387	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26805	15.5151	5.0508	4.11574	0.371107	lidar	0.811536	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11281	15.3221	5.03602	4.12248	0.354874	radar	1.00329	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.901425	15.1031	5.11733	4.11621	0.327159	lidar	2.4448	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.757398	14.9225	5.05114	4.11772	0.301949	radar	2.56663	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.653992	14.7083	5.01986	4.14683	0.317744	lidar	0.444667	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.540062	14.4677	5.06357	4.1815	0.346339	radar	1.70918	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.366214	14.2453	5.11216	4.1822	0.327353	lidar	0.890077	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.242004	13.9936	5.19788	4.21574	0.359382	radar	3.0434	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.225036	13.7461	5.12154	4.27621	0.407368	lidar	3.7387	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.120002	13.5033	5.16499	4.3031	0.420719	radar	1.00711	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0452215	13.2721	5.21275	4.29805	0.390722	lidar	1.36693	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.162252	13.0537	5.16577	4.30339	0.368134	radar	1.10732	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.168742	12.8287	5.07672	4.35641	0.408782	lidar	3.46609	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.285302	12.6033	5.03618	4.35701	0.37811	radar	3.45674	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403407	12.3674	5.05928	4.36262	0.362594	lidar	0.344232	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.524257	12.1588	5.0215	4.35778	0.331654	radar	3.80805	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.602212	11.9397	4.99662	4.37482	0.33269	lidar	0.531475	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.725369	11.7115	4.99715	4.37033	0.304983	radar	2.83851	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.91877	11.4667	5.08183	4.34044	0.252282	lidar	4.33964	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02004	11.2419	5.02325	4.3389	0.225465	radar	2.97565	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19579	11.0137	5.07362	4.31388	0.183933	lidar	2.51889	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27712	10.7684	5.11127	4.33767	0.208764	radar	1.18475	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40721	10.514	5.1575	4.33476	0.193346	lidar	0.970789	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.49581	10.2518	5.20809	4.3545	0.210922	radar	1.34829	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59429	10.0415	5.1728	4.35726	0.202732	lidar	2.03424	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68243	9.81232	5.14092	4.36323	0.194648	radar	0.549091	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7579	9.59215	5.10645	4.37493	0.197243	lidar	0.807911	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86813	9.34021	5.16279	4.3794	0.196716	radar	2.57338	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95136	9.0477	5.22299	4.3949	0.202276	lidar	4.02528	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03661	8.82539	5.16643	4.3948	0.184086	radar	1.88011	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13348	8.57322	5.18687	4.3977	0.176812	lidar	0.172154	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26143	8.31916	5.22609	4.38658	0.152856	radar	2.91165	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30899	8.08607	5.18323	4.40696	0.167552	lidar	0.747762	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37187	7.87378	5.11817	4.41514	0.164865	radar	5.50024	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4857	7.6221	5.15488	4.40793	0.147257	lidar	0.767039	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64666	7.38781	5.15388	4.36927	0.0811293	radar	5.90647	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75115	7.13133	5.1848	4.36734	0.0741891	lidar	0.38192	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81372	6.89717	5.16923	4.38436	0.0951791	radar	1.57621	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85584	6.68972	5.09052	4.40145	0.109219	lidar	2.4475	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91975	6.46855	5.01594	4.39986	0.0874983	radar	4.04976	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.97494	6.23219	4.99682	4.41244	0.096573	lidar	0.304744	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0931	5.98464	5.04702	4.40167	0.0810083	radar	3.50324	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17668	5.71001	5.09849	4.40624	0.0811592	lidar	1.69833	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28601	5.4631	5.09976	4.38729	0.0413907	radar	2.38857	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38294	5.2012	5.13993	4.38518	0.0366583	lidar	0.630666	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45153	4.95552	5.14115	4.39639	0.0521589	radar	0.180745	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56663	4.67664	5.21817	4.38895	0.0413588	lidar	2.22806	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67674	4.42366	5.22664	4.36995	0.00267781	radar	2.34041	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80991	4.1517	5.30153	4.35621	-0.0115631	lidar	2.64475	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89105	3.91124	5.28919	4.36519	0.00756035	radar	1.14326	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96291	3.67901	5.2498	4.37002	0.0116661	lidar	0.655839	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06457	3.4733	5.18947	4.35258	-0.0206577	radar	4.25013	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15535	3.22879	5.19165	4.35199	-0.0201777	lidar	0.00532939	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27194	2.97359	5.22693	4.3369	-0.0451393	radar	0.853766	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36166	2.6997	5.26936	4.34062	-0.0381909	lidar	1.26912	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44886	2.45024	5.26925	4.34485	-0.027594	radar	0.158267	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5535	2.18536	5.30819	4.3432	-0.0267046	lidar	0.646874	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66362	1.95285	5.2979	4.31985	-0.073657	radar	4.16178	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77896	1.67923	5.35657	4.31679	-0.0708498	lidar	1.52853	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90323	1.4291	5.38356	4.30016	-0.0952824	radar	0.620561	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96208	1.19589	5.3215	4.30709	-0.0860594	lidar	4.91349	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05777	0.979125	5.26605	4.3033	-0.0835139	radar	1.12604	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11846	0.74755	5.21501	4.30959	-0.0751093	lidar	3.91075	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21283	0.452865	5.30551	4.31457	-0.0689785	radar	5.19215	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28762	0.212983	5.27702	4.31809	-0.0629529	lidar	1.50591	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39734	-0.0207752	5.25257	4.31921	-0.0457174	radar	5.84282	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46862	-0.258571	5.22435	4.32425	-0.0391326	lidar	1.59078	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58857	-0.441758	5.15068	4.30061	-0.070791	radar	3.89916	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72458	-0.626667	5.09203	4.27613	-0.0967446	lidar	2.78911	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83914	-0.856206	5.12788	4.25675	-0.131132	radar	5.54341	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93474	-1.12424	5.17556	4.2646	-0.112639	lidar	1.35827	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02385	-1.39213	5.21696	4.27372	-0.0952069	radar	2.73497	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16198	-1.59964	5.19081	4.25385	-0.113708	lidar	1.15205	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30483	-1.83868	5.27058	4.22656	-0.158701	radar	4.24041	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41106	-2.08776	5.28462	4.22828	-0.146875	lidar	0.422858	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.562	-2.29144	5.25212	4.20611	-0.163517	radar	3.17127	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71119	-2.5006	5.23616	4.18615	-0.177991	lidar	0.554963	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86662	-2.71438	5.24219	4.16503	-0.19509	radar	1.20679	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9599	-2.9818	5.27736	4.18113	-0.163134	lidar	2.30936	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08887	-3.20549	5.25406	4.17674	-0.154887	radar	0.254213	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21365	-3.39989	5.20594	4.16358	-0.163018	lidar	1.42339	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35989	-3.64797	5.2462	4.16009	-0.155656	radar	4.42745	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51823	-3.78667	5.14741	4.12243	-0.194375	lidar	5.00375	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66273	-3.99623	5.15521	4.10989	-0.200213	radar	0.483536	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81763	-4.22384	5.18109	4.10192	-0.197021	lidar	0.494283	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96871	-4.44225	5.18794	4.09395	-0.19392	radar	0.383733	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13081	-4.67952	5.22867	4.08851	-0.187761	lidar	1.20598	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27079	-4.88158	5.15386	4.0872	-0.169793	radar	2.507	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40402	-5.09946	5.15321	4.08745	-0.159346	lidar	0.268625	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55071	-5.26596	5.0585	4.07332	-0.161662	radar	3.93419	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74118	-5.46471	5.08172	4.05153	-0.177551	lidar	1.75641	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90053	-5.66125	5.06796	4.04194	-0.176892	radar	0.326615	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05776	-5.84722	5.05378	4.02987	-0.180997	lidar	0.13754	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19694	-6.00312	4.95419	4.01908	-0.179655	radar	6.15382	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37424	-6.10681	4.87065	3.97795	-0.219276	lidar	4.78442	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54981	-6.28943	4.8824	3.96413	-0.22242	radar	0.92779	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6908	-6.49688	4.89452	3.97069	-0.201274	lidar	0.521946	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91169	-6.65882	4.95656	3.93483	-0.234722	radar	7.06975	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1148	-6.82318	4.96816	3.91035	-0.24956	lidar	0.67465	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2994	-6.98566	4.98305	3.8924	-0.257428	radar	1.03336	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5289	-7.16599	5.03505	3.86864	-0.269349	lidar	3.65489	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7338	-7.30907	5.03799	3.8421	-0.285562	radar	1.91822	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.98	-7.47062	5.08653	3.81175	-0.30361	lidar	3.60911	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1682	-7.61105	5.04054	3.79501	-0.305309	radar	1.25987	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3192	-7.76418	4.99433	3.79527	-0.287915	lidar	3.09317	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5141	-7.89168	4.95973	3.77411	-0.296039	radar	1.81119	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6947	-7.99594	4.9043	3.7506	-0.307181	lidar	3.06928	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8872	-8.10961	4.82414	3.72875	-0.314777	radar	1.80156	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1023	-8.20038	4.80444	3.69408	-0.337157	lidar	0.762384	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3285	-8.32966	4.89132	3.67447	-0.339449	radar	2.74125	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5327	-8.41021	4.85173	3.64366	-0.356179	lidar	1.85165	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7372	-8.49788	4.77988	3.61641	-0.368702	radar	1.72443	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0155	-8.58698	4.84014	3.57425	-0.395109	lidar	4.28008	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2638	-8.68862	4.90368	3.55011	-0.398199	radar	2.8129	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4861	-8.73511	4.86956	3.51159	-0.42033	lidar	1.94898	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7002	-8.77868	4.77609	3.47285	-0.445155	radar	3.80721	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9286	-8.88675	4.79637	3.46377	-0.429596	lidar	0.861628	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1804	-8.97814	4.89405	3.4496	-0.415695	radar	2.92925	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4053	-9.0876	4.90074	3.44645	-0.395329	lidar	0.624775	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6341	-9.15885	4.87928	3.42655	-0.396872	radar	0.271892	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9202	-9.15736	4.91806	3.36838	-0.44007	lidar	2.13186	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1787	-9.2306	4.95403	3.35241	-0.432112	radar	4.52057	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4447	-9.34358	5.0056	3.35425	-0.404491	lidar	5.31968	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.687	-9.37384	4.94915	3.32062	-0.42569	radar	2.08659	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9452	-9.45682	4.97935	3.31509	-0.407269	lidar	2.12552	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1959	-9.46725	4.95303	3.27778	-0.430232	radar	2.30684	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4476	-9.46157	4.95443	3.23965	-0.44908	lidar	0.538643	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6649	-9.46237	4.88999	3.20866	-0.463083	radar	5.17166	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9488	-9.44748	4.9413	3.16874	-0.4812	lidar	1.52852	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2015	-9.50526	4.97617	3.1716	-0.44597	radar	7.83383	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4622	-9.52257	4.99361	3.15371	-0.440745	lidar	0.499576	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7195	-9.51246	4.98448	3.12309	-0.454349	radar	1.69844	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9745	-9.48013	4.99383	3.08922	-0.466736	lidar	0.207666	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2178	-9.44363	4.96439	3.05281	-0.487018	radar	0.725861	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4201	-9.4876	4.89502	3.06052	-0.452227	lidar	2.2441	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6565	-9.47454	4.9035	3.04622	-0.438373	radar	1.69956	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9052	-9.46518	4.90791	3.03133	-0.430454	lidar	0.269139	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1354	-9.42713	4.90594	3.00954	-0.427286	radar	3.95284	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3813	-9.30887	4.92975	2.95235	-0.466922	lidar	3.03581	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6142	-9.23438	4.90259	2.91273	-0.491941	radar	1.15867	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8667	-9.1115	4.94284	2.86078	-0.521723	lidar	1.39161	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.104	-9.01074	4.95641	2.82277	-0.534205	radar	4.98332	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.277	-9.13596	4.78928	2.88072	-0.443816	lidar	14.5666	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5159	-9.0935	4.80227	2.87076	-0.426885	radar	1.56434	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7374	-8.99777	4.80324	2.83695	-0.440584	lidar	0.708469	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9794	-8.91703	4.81868	2.8112	-0.446735	radar	2.45576	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1755	-8.84869	4.77109	2.79227	-0.44359	lidar	1.29446	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4086	-8.7613	4.77617	2.76635	-0.451422	radar	1.92149	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.601	-8.73553	4.70216	2.76814	-0.425649	lidar	1.76882	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7919	-8.59582	4.65184	2.71004	-0.483141	radar	6.59353	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9953	-8.51881	4.62939	2.69464	-0.473835	lidar	0.18924	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.4114	4.65023	2.67431	-0.463563	radar	1.96086	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4362	-8.31236	4.6777	2.65712	-0.45675	lidar	1.22321	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6271	-8.1971	4.65098	2.62702	-0.469892	radar	0.926973	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8659	-7.95679	4.78961	2.55927	-0.515896	lidar	6.00008	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0562	-7.80864	4.76245	2.51373	-0.55412	radar	3.69616	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2855	-7.63077	4.83885	2.4782	-0.561259	lidar	2.2637	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.485	-7.49021	4.86136	2.46619	-0.530957	radar	1.62736	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6514	-7.3461	4.82715	2.43987	-0.531343	lidar	0.663258	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8422	-7.18589	4.84552	2.41754	-0.522157	radar	0.894573	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0033	-7.09223	4.75814	2.41204	-0.502187	lidar	2.03688	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.171	-6.91055	4.76287	2.37408	-0.521203	radar	2.00351	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3332	-6.65819	4.84208	2.31836	-0.550873	lidar	3.32904	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5003	-6.48189	4.83444	2.28607	-0.565328	radar	3.51583	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5989	-6.34229	4.7254	2.25942	-0.565719	lidar	5.30588	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7393	-6.15353	4.72277	2.22787	-0.569641	radar	0.318851	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
